stock_no,certificate_no,lab,Certificate,shape,size,color,clarity,cut,polish,symmetry,fluorescence,rap,discount,pr_ct,total_price,measurements,total_depth,table,link,key_to_symbols
F97204572,6305707910,GIA,View Cert,ROUND,0.5,G,VS2,F,VG,VG,NON,3600,-47,1908,954,4.78*4.72*3.36,70.7,58,,"Cloud, Crystal, Needle, Knot"
F97204667,7303699055,GIA,View Cert,ROUND,0.5,G,VS2,F,EX,VG,NON,3600,-47,1908,954,4.78*4.74*3.37,70.7,57,,"Cloud, Indented Natural, Crystal, Feather"
F97204863,6305783091,GIA,View Cert,ROUND,0.5,G,VS2,F,VG,VG,NON,3600,-47,1908,954,4.82*4.75*3.24,67.7,56,,"Cloud, Crystal, Feather, Indented Natural"
F98A205303,6302843971,GIA,View Cert,ROUND,0.5,G,VS2,EX,EX,EX,NON,3600,-27,2628,1314,5.07*5.05*3.15,62.2,61,SEGOMA LINK,Crystal
F98A205193,2304830298,GIA,View Cert,ROUND,0.5,G,VS2,VG,VG,GD,NON,3600,-37,2268,1134,5.11*5.07*3.09,60.8,62,SEGOMA LINK,"Indented Natural, Feather"
G15200406,5316656178,GIA,View Cert,ROUND,0.5,G,VS2,VG,EX,VG,NON,3600,-34,2376,1188,5.02*4.95*3.18,63.8,61,SEGOMA LINK,"Crystal, Feather"
G15200475,6315702380,GIA,View Cert,ROUND,0.5,G,VS2,VG,VG,VG,NON,3600,-32,2448,1224,4.99*4.93*3.2,64.4,61,SEGOMA LINK,Feather
G15200456,1313685192,GIA,View Cert,ROUND,0.5,G,VS2,GD,VG,GD,NON,3600,-39,2196,1098,4.92*4.82*3.21,66,61,,Feather
G15200601,2316757638,GIA,View Cert,ROUND,0.5,G,SI1,VG,VG,VG,NON,3200,-32,2176,1088,5.03*4.95*3.12,62.6,61,SEGOMA LINK,"Crystal, Cloud, Feather"
G15200610,1313768038,GIA,View Cert,ROUND,0.5,G,SI1,EX,EX,EX,NON,3200,-26,2368,1184,5.06*5.03*3.19,63.2,57,SEGOMA LINK,Cloud
G15200481,2317703107,GIA,View Cert,ROUND,0.5,G,SI1,VG,VG,VG,MED,3200,-40,1920,960,4.96*4.91*3.16,64.1,58,SEGOMA LINK,"Twinning Wisp, Feather"
F106207286,5313236067,GIA,View Cert,ROUND,0.5,G,SI1,F,EX,VG,FNT,3200,-52,1536,768,4.84*4.8*3.24,67.2,59,SEGOMA LINK,Crystal
F93203529,6305326063,GIA,View Cert,ROUND,0.5,G,SI1,F,VG,VG,FNT,3200,-54,1472,736,4.77*4.72*3.38,71.1,59,,Twinning Wisp
G15200452,2316684676,GIA,View Cert,ROUND,0.5,G,SI2,GD,VG,GD,NON,2600,-36,1664,832,4.97*4.9*3.25,66,58,,"Feather, Cloud"
G15200628,6312768029,GIA,View Cert,ROUND,0.5,G,SI2,VG,VG,VG,FNT,2600,-34,1716,858,5.03*4.98*3.19,63.7,57,SEGOMA LINK,"Crystal, Feather"
G15200577,2316768781,GIA,View Cert,ROUND,0.5,G,SI2,EX,EX,EX,NON,2600,-28,1872,936,5.11*5.07*3.16,62.1,59,SEGOMA LINK,"Crystal, Cavity, Feather"
G15200591,3315768014,GIA,View Cert,ROUND,0.5,G,I1,EX,EX,EX,NON,1900,-24,1444,722,5.11*5.07*3.15,61.9,58,SEGOMA LINK,"Crystal, Feather"
G15200548,6315737927,GIA,View Cert,ROUND,0.5,G,I1,VG,EX,VG,FNT,1900,-37,1197,598.5,5*4.95*3.17,63.8,55,SEGOMA LINK,"Cloud, Crystal"
F113207343,6315420683,GIA,View Cert,ROUND,0.5,G,I1,GD,EX,GD,NON,1900,-47,1007,503.5,4.96*4.92*3.15,63.7,55,SEGOMA LINK,"Twinning Wisp, Feather"
G1200307,6311600563,GIA,View Cert,ROUND,0.5,H,VVS1,EX,VG,EX,NON,3700,-31,2553,1276.5,5.17*5.14*3.11,60.3,60,SEGOMA LINK,"Internal Graining, Surface Graining"
F106207123,6312235479,GIA,View Cert,ROUND,0.5,H,VVS2,F,VG,VG,FNT,3600,-46,1944,972,4.8*4.75*3.31,69.4,56,,"Feather, Natural"
F102B205830,1305983877,GIA,View Cert,ROUND,0.5,H,VVS2,F,EX,GD,FNT,3600,-46,1944,972,4.82*4.73*3.34,70,56,,"Feather, Pinpoint, Indented Natural"
F102C206024,6311036403,GIA,View Cert,ROUND,0.5,H,VS1,F,VG,GD,NON,3500,-45,1925,962.5,4.78*4.74*3.32,69.8,54,,"Feather, Needle, Cloud, Pinpoint"
F106207172,1315235081,GIA,View Cert,ROUND,0.5,H,VS1,F,VG,VG,NON,3500,-45,1925,962.5,4.85*4.77*3.2,66.6,54,,"Feather, Pinpoint"
F106206804,6312199521,GIA,View Cert,ROUND,0.5,H,VS1,F,EX,GD,NON,3500,-45,1925,962.5,4.78*4.7*3.34,70.5,56,,"Crystal, Cloud, Feather, Needle"
G15200531,5313737600,GIA,View Cert,ROUND,0.5,H,VS1,VG,VG,VG,NON,3500,-26,2590,1295,4.98*4.94*3.16,63.7,57,SEGOMA LINK,"Feather, Needle"
G15200460,7313684369,GIA,View Cert,ROUND,0.5,H,VS1,EX,EX,EX,FNT,3500,-29,2485,1242.5,5.09*5.06*3.14,62,57,SEGOMA LINK,"Needle, Feather"
G15200450,6311684623,GIA,View Cert,ROUND,0.5,H,VS2,VG,EX,VG,NON,3300,-24,2508,1254,5*4.96*3.16,63.4,60,SEGOMA LINK,Feather
G15200462,1315684389,GIA,View Cert,ROUND,0.5,H,VS2,GD,EX,VG,FNT,3300,-37,2079,1039.5,5.05*5*3.15,62.6,63,SEGOMA LINK,"Feather, Crystal"
F102C206186,6312088415,GIA,View Cert,ROUND,0.5,H,VS2,F,VG,GD,NON,3300,-43,1881,940.5,4.82*4.74*3.36,70.2,54,,Feather
F102C206086,3315074001,GIA,View Cert,ROUND,0.5,H,VS2,F,EX,GD,NON,3300,-43,1881,940.5,4.77*4.67*3.36,71.1,58,,"Indented Natural, Cavity, Feather"
F106207105,6312235063,GIA,View Cert,ROUND,0.5,H,SI1,VG,VG,VG,MED,3100,-37,1953,976.5,4.99*4.92*3.21,64.9,56,SEGOMA LINK,Crystal
G15200418,5316693221,GIA,View Cert,ROUND,0.5,H,SI1,EX,EX,EX,MED,3100,-35,2015,1007.5,5.06*5.03*3.19,63.2,58,SEGOMA LINK,"Feather, Crystal, Cloud"
F106207093,7311420749,GIA,View Cert,ROUND,0.5,H,SI2,GD,VG,GD,NON,2500,-36,1600,800,4.95*4.92*3.17,64.4,55,SEGOMA LINK,Feather
F102C206294,2314074449,GIA,View Cert,ROUND,0.5,H,SI2,VG,EX,VG,NON,2500,-31,1725,862.5,4.97*4.92*3.2,64.7,57,SEGOMA LINK,"Twinning Wisp, Feather"
F105206738,6311199973,GIA,View Cert,ROUND,0.5,I,IF,VG,VG,VG,NON,3400,-35,2210,1105,4.99*4.93*3.17,64,56,SEGOMA LINK,Minor Details of Polish
F102C206221,2316088712,GIA,View Cert,ROUND,0.5,I,VVS1,F,VG,GD,STG,3200,-48,1664,832,4.82*4.72*3.36,70.5,57,,"Feather, Cavity"
G15200596,2317757723,GIA,View Cert,ROUND,0.5,I,VVS1,EX,EX,VG,FNT,3200,-31,2208,1104,5.07*5.02*3.16,62.6,56,SEGOMA LINK,"Pinpoint, Feather"
G15200469,6311702609,GIA,View Cert,ROUND,0.5,I,VVS2,EX,EX,EX,NON,3100,-26,2294,1147,5.12*5.08*3.13,61.5,61,SEGOMA LINK,"Pinpoint, Feather"
F106207165,7311235477,GIA,View Cert,ROUND,0.5,I,VVS2,F,EX,VG,NON,3100,-45,1705,852.5,4.78*4.72*3.37,70.9,59,,"Indented Natural, Pinpoint"
F106207044,6312218843,GIA,View Cert,ROUND,0.5,I,VS1,F,EX,VG,FNT,3000,-47,1590,795,4.82*4.75*3.35,70,55,,"Indented Natural, Pinpoint"
F106206812,2317200128,GIA,View Cert,ROUND,0.5,I,VS1,GD,VG,VG,NON,3000,-42,1740,870,4.87*4.82*3.21,66.3,58,,"Crystal, Feather, Pinpoint, Needle"
F106206905,5313194733,GIA,View Cert,ROUND,0.5,I,VS1,F,EX,GD,NON,3000,-46,1620,810,4.79*4.72*3.31,69.6,57,,"Indented Natural, Feather, Cloud, Pinpoint"
G15200542,1318737692,GIA,View Cert,ROUND,0.5,I,VS1,VG,EX,EX,NON,3000,-27,2190,1095,5.05*5.02*3.18,63.1,56,SEGOMA LINK,"Feather, Cavity"
G15200375,2316640420,GIA,View Cert,ROUND,0.5,I,VS1,VG,EX,VG,FNT,3000,-34,1980,990,4.99*4.93*3.21,64.7,56,SEGOMA LINK,"Feather, Pinpoint"
F98A205312,2307864298,GIA,View Cert,ROUND,0.5,I,VS1,F,VG,VG,NON,3000,-46,1620,810,4.79*4.72*3.37,70.7,61,,"Feather, Cloud, Pinpoint"
F97205098,5306802230,GIA,View Cert,ROUND,0.5,I,VS1,F,VG,GD,NON,3000,-46,1620,810,4.78*4.71*3.3,69.6,57,,"Crystal, Cloud, Indented Natural, Needle"
F97205030,5303835027,GIA,View Cert,ROUND,0.5,I,VS2,F,VG,VG,NON,2900,-46,1566,783,4.79*4.71*3.31,69.6,58,,"Cloud, Crystal, Indented Natural, Feather"
F97204949,2307782139,GIA,View Cert,ROUND,0.5,I,VS2,F,EX,GD,NON,2900,-46,1566,783,4.76*4.68*3.31,70.1,57,,"Feather, Cavity, Crystal, Cloud"
F106206767,5313201170,GIA,View Cert,ROUND,0.5,I,VS2,VG,EX,GD,FNT,2900,-37,1827,913.5,4.98*4.88*3.22,65.3,60,,"Crystal, Indented Natural, Cavity, Feather"
F105206866,6315200451,GIA,View Cert,ROUND,0.5,I,VS2,F,EX,GD,NON,2900,-46,1566,783,4.86*4.77*3.23,67.1,59,,Feather
F105206594,1315145927,GIA,View Cert,ROUND,0.5,I,VS2,VG,VG,GD,NON,2900,-35,1885,942.5,5*4.89*3.18,64.3,57,SEGOMA LINK,"Feather, Indented Natural"
F102B206090,2317053229,GIA,View Cert,ROUND,0.5,I,VS2,EX,EX,EX,NON,2900,-27,2117,1058.5,5.17*5.13*3.1,60.3,59,SEGOMA LINK,Feather
F105206450,6315131956,GIA,View Cert,ROUND,0.5,I,SI1,VG,EX,VG,NON,2700,-28,1944,972,5.01*4.96*3.19,63.9,58,SEGOMA LINK,Feather
F105206827,2317216563,GIA,View Cert,ROUND,0.5,I,SI1,F,VG,VG,FNT,2700,-49,1377,688.5,4.81*4.74*3.37,70.6,56,,"Crystal, Cloud, Feather"
F106206943,1313215766,GIA,View Cert,ROUND,0.5,I,SI1,F,EX,GD,STG,2700,-49,1377,688.5,4.81*4.72*3.25,68.3,59,,"Crystal, Feather"
F106207191,2317235338,GIA,View Cert,ROUND,0.5,I,SI1,F,VG,F,FNT,2700,-47,1431,715.5,4.88*4.82*3.21,66.2,54,,"Crystal, Feather, Indented Natural"
F83201930,1309077501,GIA,View Cert,ROUND,0.5,I,SI1,F,VG,VG,NON,2700,-48,1404,702,4.85*4.81*3.15,65.2,59,,"Crystal, Cloud"
F72229419,6292243484,GIA,View Cert,ROUND,0.5,I,SI1,VG,VG,GD,NON,2700,-37,1701,850.5,4.97*4.92*3.18,64.4,59,SEGOMA LINK,FEATHER
G15200643,7311783809,GIA,View Cert,ROUND,0.5,I,SI1,EX,EX,EX,STG,2700,-34,1782,891,5.11*5.1*3.14,61.4,57,SEGOMA LINK,"Crystal, Feather"
G1200127,5313525094,GIA,View Cert,ROUND,0.5,I,SI1,EX,EX,EX,NON,2700,-25,2025,1012.5,5.12*5.1*3.11,60.9,59,SEGOMA LINK,"Crystal, Feather"
G15200585,5316767998,GIA,View Cert,ROUND,0.5,I,SI2,EX,EX,EX,STG,2300,-34,1518,759,5.12*5.08*3.15,61.8,57,SEGOMA LINK,"Crystal, Feather"
G15200494,6315703134,GIA,View Cert,ROUND,0.5,I,SI2,EX,EX,EX,FNT,2300,-32,1564,782,5.07*5.03*3.16,62.5,56,SEGOMA LINK,"Crystal, Feather"
F105207018,7311452950,GIA,View Cert,ROUND,0.5,I,SI2,EX,EX,EX,NON,2300,-27,1679,839.5,5.06*5.02*3.19,63.2,55,SEGOMA LINK,Crystal
F103A207420,7313464351,GIA,View Cert,ROUND,0.5,I,SI2,EX,EX,EX,NON,2300,-26,1702,851,5.15*5.12*3.07,59.8,60,SEGOMA LINK,Feather
F84202336,2307132307,GIA,View Cert,ROUND,0.5,J,VVS1,F,EX,VG,NON,2800,-46,1512,756,4.8*4.76*3.33,69.6,56,,"Feather, Indented Natural, Natural"
F84202452,6302152806,GIA,View Cert,ROUND,0.5,J,VVS1,F,VG,VG,NON,2800,-46,1512,756,4.79*4.74*3.37,70.7,55,,"Feather, Manufacturing Remnant"
F84202813,3305206772,GIA,View Cert,ROUND,0.5,J,VVS2,F,EX,GD,NON,2700,-45,1485,742.5,4.81*4.74*3.29,68.8,56,,"Pinpoint, Feather"
F106206952,6311194601,GIA,View Cert,ROUND,0.5,J,VVS2,F,EX,GD,FNT,2700,-44,1512,756,4.82*4.73*3.35,70.2,55,,"Cloud, Pinpoint, Needle, Indented Natural"
F106207288,6312235764,GIA,View Cert,ROUND,0.5,J,VVS2,F,EX,VG,NON,2700,-42,1566,783,4.88*4.84*3.23,66.5,54,,"Feather, Manufacturing Remnant, Natural"
F111207317,6311600903,GIA,View Cert,ROUND,0.5,J,VS1,GD,EX,GD,FNT,2600,-39,1586,793,4.87*4.8*3.19,66,61,,"Indented Natural, Pinpoint"
F106207201,6312235500,GIA,View Cert,ROUND,0.5,J,VS1,F,EX,VG,NON,2600,-41,1534,767,4.8*4.74*3.3,69.3,56,,"Feather, Needle, Pinpoint"
F106206811,2317200025,GIA,View Cert,ROUND,0.5,J,VS1,F,VG,VG,NON,2600,-41,1534,767,4.77*4.69*3.36,71.2,58,,"Feather, Cloud"
F102C206253,1317074341,GIA,View Cert,ROUND,0.5,J,VS1,F,VG,GD,NON,2600,-41,1534,767,4.79*4.73*3.31,69.5,57,,"Indented Natural, Feather"
F102B205911,2317025282,GIA,View Cert,ROUND,0.5,J,VS1,VG,EX,GD,FNT,2600,-37,1638,819,5.03*4.97*3.14,62.8,56,SEGOMA LINK,"Cloud, Feather, Indented Natural, Needle"
G15200545,7318738409,GIA,View Cert,ROUND,0.5,J,VS1,GD,VG,VG,FNT,2600,-34,1716,858,4.95*4.89*3.19,64.9,57,SEGOMA LINK,"Indented Natural, Pinpoint"
G15200616,2318757670,GIA,View Cert,ROUND,0.5,J,VS1,VG,EX,VG,NON,2600,-27,1898,949,4.97*4.92*3.19,64.4,59,SEGOMA LINK,"Indented Natural, Cloud, Pinpoint"
F99205501,6301937408,GIA,View Cert,ROUND,0.5,J,VS1,F,EX,VG,NON,2600,-42,1508,754,4.82*4.73*3.27,68.5,56,,"Crystal, Knot, Indented Natural, Needle"
F99205500,6301937447,GIA,View Cert,ROUND,0.5,J,VS2,F,VG,GD,NON,2500,-41,1475,737.5,4.81*4.74*3.38,70.7,56,,"Cloud, Feather, Indented Natural"
F105206771,1313202082,GIA,View Cert,ROUND,0.5,J,VS2,EX,EX,EX,FNT,2500,-28,1800,900,5.09*5.05*3.17,62.6,57,SEGOMA LINK,Crystal
F106207043,6315216631,GIA,View Cert,ROUND,0.5,J,VS2,F,VG,VG,NON,2500,-41,1475,737.5,4.78*4.71*3.37,71.1,56,,"Feather, Crystal"
F111207316,7318418774,GIA,View Cert,ROUND,0.5,J,VS2,F,VG,GD,FNT,2500,-45,1375,687.5,4.83*4.78*3.31,68.9,58,,Crystal
F79B200627,2296769725,GIA,View Cert,ROUND,0.5,J,VS2,F,VG,VG,NON,2500,-45,1375,687.5,4.79*4.73*3.39,71.3,55,,"Cloud, Crystal"
F88B203364,5306308509,GIA,View Cert,ROUND,0.5,J,SI1,VG,EX,VG,NON,2400,-36,1536,768,4.99*4.92*3.18,64.2,55,SEGOMA LINK,"Crystal, Feather"
F105206513,1313131798,GIA,View Cert,ROUND,0.5,J,SI1,VG,GD,VG,MED,2400,-38,1488,744,5.03*4.97*3.18,63.6,62,SEGOMA LINK,"Feather, Crystal"
F106206810,7318200463,GIA,View Cert,ROUND,0.5,J,SI1,F,VG,VG,NON,2400,-40,1440,720,4.78*4.71*3.36,70.7,55,,Feather
F102C206051,2316037249,GIA,View Cert,ROUND,0.5,J,SI1,F,VG,VG,MED,2400,-44,1344,672,4.78*4.71*3.37,71.1,57,,"Crystal, Feather"
G15200505,6312718563,GIA,View Cert,ROUND,0.5,J,SI1,VG,EX,VG,MED,2400,-34,1584,792,4.98*4.93*3.2,64.7,60,SEGOMA LINK,Feather
F79A200619,2297727989,GIA,View Cert,ROUND,0.5,K,VVS1,F,EX,VG,NON,2300,-46,1242,621,4.81*4.74*3.34,70,58,,Feather
F83201933,7308077410,GIA,View Cert,ROUND,0.5,K,VVS1,F,EX,GD,NON,2300,-46,1242,621,4.83*4.74*3.21,67,55,,Indented Natural
F80B201002,5293890798,GIA,View Cert,ROUND,0.5,K,VVS1,F,EX,VG,FNT,2300,-49,1173,586.5,4.84*4.78*3.35,69.6,57,,Feather
F84202530,1309171674,GIA,View Cert,ROUND,0.5,K,VVS2,F,VG,VG,NON,2200,-46,1188,594,4.82*4.77*3.36,70.2,56,,"Feather, Natural, Extra Facet"
F84202864,7308217360,GIA,View Cert,ROUND,0.5,K,VS1,F,VG,VG,MED,2100,-47,1113,556.5,4.8*4.76*3.26,68.2,65,,"Crystal, Indented Natural, Pinpoint"
F106207239,5313235100,GIA,View Cert,ROUND,0.5,K,VS1,F,EX,VG,NON,2100,-41,1239,619.5,4.77*4.71*3.38,71.2,57,,"Feather, Cloud"
G15200525,6315737958,GIA,View Cert,ROUND,0.5,K,VS1,VG,VG,VG,FNT,2100,-32,1428,714,4.99*4.93*3.17,63.8,60,SEGOMA LINK,"Feather, Pinpoint"
F98204926,2306782652,GIA,View Cert,ROUND,0.5,K,VS2,GD,EX,GD,FNT,2100,-39,1281,640.5,4.9*4.84*3.21,65.8,62,,"Crystal, Feather"
F106207233,6315314626,GIA,View Cert,ROUND,0.5,K,VS2,F,EX,GD,NON,2100,-41,1239,619.5,4.82*4.73*3.3,69.1,56,,Feather
F84202989,1308238948,GIA,View Cert,ROUND,0.5,K,SI1,F,VG,GD,NON,2000,-46,1080,540,4.81*4.73*3.24,67.8,59,,Crystal
G1200006,6315464375,GIA,View Cert,ROUND,0.5,K,SI2,VG,EX,VG,MED,1900,-38,1178,589,5.04*4.98*3.14,62.7,57,SEGOMA LINK,Feather
F106206921,6312194781,GIA,View Cert,ROUND,0.5,K,SI2,VG,VG,VG,NON,1900,-29,1349,674.5,4.98*4.9*3.19,64.5,55,SEGOMA LINK,Feather
F102C206156,7312088301,GIA,View Cert,ROUND,0.5,K,SI2,F,VG,VG,NON,1900,-40,1140,570,4.96*4.91*3.06,62,64,SEGOMA LINK,"Feather, Twinning Wisp"
F106207110,3315236133,GIA,View Cert,ROUND,0.5,L,VVS2,F,VG,GD,MED,2000,-46,1080,540,4.81*4.72*3.34,70,55,,"Cloud, Pinpoint, Feather"
F106206818,5313201326,GIA,View Cert,ROUND,0.5,L,VS1,F,EX,GD,MED,1900,-44,1064,532,4.81*4.72*3.33,69.9,55,,"Feather, Cloud"
F84202962,2307238243,GIA,View Cert,ROUND,0.5,L,VS1,F,VG,VG,NON,1900,-46,1026,513,4.81*4.78*3.32,69.1,54,,"Crystal, Cloud, Needle, Pinpoint"
G15200478,6311702596,GIA,View Cert,ROUND,0.5,L,VS2,VG,VG,VG,FNT,1800,-30,1260,630,4.97*4.89*3.17,64.4,57,,"Feather, Crystal"
G15200579,5316755558,GIA,View Cert,ROUND,0.5,L,SI1,EX,EX,EX,NON,1700,-25,1275,637.5,5.12*5.11*3.16,61.7,57,SEGOMA LINK,"Feather, Cloud, Crystal"
G15200647,7312798270,GIA,View Cert,ROUND,0.5,L,SI1,EX,EX,EX,NON,1700,-21,1343,671.5,5.07*5.04*3.18,63,56,SEGOMA LINK,Feather
F83201725,7303024042,GIA,View Cert,ROUND,0.5,L,SI2,EX,EX,EX,NON,1600,-34,1056,528,5.06*5.04*3.19,63,56,SEGOMA LINK,Crystal
F106207070,7313216572,GIA,View Cert,ROUND,0.5,L,SI2,F,EX,GD,NON,1600,-38,992,496,4.82*4.73*3.27,68.5,56,,Feather
F106207052,1319219591,GIA,View Cert,ROUND,0.5,M,VS2,GD,EX,VG,NON,1600,-40,960,480,4.87*4.82*3.22,66.5,59,,"Feather, Cloud, Crystal"
F111207293,6312421641,GIA,View Cert,ROUND,0.5,M,VS2,F,EX,VG,FNT,1600,-44,896,448,4.83*4.77*3.25,67.8,55,,"Indented Natural, Crystal"
F83302592,2307195506,GIA,View Cert,HEART,0.5,D,VS2,,VG,GD,NON,3200,-35,2080,1040,4.54*5.47*3.2,58.5,55,SEGOMA LINK,Crystal
F114318610,6311367763,GIA,View Cert,MARQUISE,0.5,D,VS1,,EX,VG,STG,3400,-50,1700,850,8.74*4.03*2.43,60.3,59,SEGOMA LINK,"Crystal, Feather, Pinpoint"
F110B306774,1313204882,GIA,View Cert,MARQUISE,0.5,D,VS1,,VG,VG,NON,3400,-28,2448,1224,8.55*4.17*2.47,59.3,59,SEGOMA LINK,Feather
E75319039,6275211196,GIA,View Cert,MARQUISE,0.5,D,VS2,,EX,VG,STG,3200,-55,1440,720,8.17*4.2*2.53,60.2,58,SEGOMA LINK,"FEATHER, CRYSTAL, CAVITY"
G9300413,5313694983,GIA,View Cert,MARQUISE,0.5,E,VVS2,,EX,VG,NON,3200,-31,2208,1104,8.22*4.24*2.53,59.7,59,,"Feather, Cloud, Pinpoint"
F58331299,2298756812,GIA,View Cert,MARQUISE,0.5,E,SI1,,EX,VG,STG,2500,-47,1325,662.5,8.82*4.13*2.41,58.3,58,SEGOMA LINK,"Crystal, Feather"
F62329911,2294271247,GIA,View Cert,MARQUISE,0.5,F,VS1,,EX,VG,VST,2900,-55,1305,652.5,8.03*4.28*2.6,60.8,59,SEGOMA LINK,Feather
F83302741,2307195470,GIA,View Cert,MARQUISE,0.5,H,VS2,,EX,VG,FNT,2300,-38,1426,713,7.88*4.25*2.59,60.9,55,SEGOMA LINK,"Crystal, Feather"
F106307050,2317236582,GIA,View Cert,MARQUISE,0.5,I,SI2,,VG,VG,FNT,1700,-25,1275,637.5,7.71*4.02*2.66,66.2,56,SEGOMA LINK,Feather
F82301260,6295907591,GIA,View Cert,SQUARE MOD.,0.5,E,SI2,,VG,VG,NON,2200,-41,1298,649,4.52*4.41*2.92,66.2,82,SEGOMA LINK,"Crystal, Feather"
F78B331256,3295630935,GIA,View Cert,SQUARE MOD.,0.5,G,VVS1,,EX,VG,FNT,3000,-43,1710,855,4.51*4.4*2.98,67.7,73,SEGOMA LINK,Feather
F94A304313,6302598461,GIA,View Cert,SQUARE MOD.,0.5,G,VVS1,,EX,VG,STG,3000,-43,1710,855,4.43*4.38*3.07,70,72,SEGOMA LINK,"Pinpoint, Internal Graining, Surface Graining"
F80301648,6301029151,GIA,View Cert,SQUARE MOD.,0.5,G,SI1,,EX,VG,NON,2300,-35,1495,747.5,4.45*4.39*3.15,71.7,69,SEGOMA LINK,Crystal
G15300477,1319705603,GIA,View Cert,SQUARE MOD.,0.5,G,SI1,,EX,VG,FNT,2300,-31,1587,793.5,4.44*4.34*3.13,72,77,SEGOMA LINK,Feather
F103A307430,7318474757,GIA,View Cert,PEAR,0.5,E,SI2,,VG,VG,NON,2200,-35,1430,715,6.7*4.39*2.85,65,61,SEGOMA LINK,"Crystal, Feather"
F103307541,2316608459,GIA,View Cert,PEAR,0.5,F,SI1,,VG,VG,NON,2400,-28,1728,864,6.86*4.45*2.72,61.1,61,SEGOMA LINK,"Feather, Crystal"
PPS-X-13,3285235108,GIA,View Cert,ROUND,0.49,E,VVS1,EX,EX,EX,NONE,3300,-7,3069,1503.81,5.01*5.04*3.18,63.3,57,Image/Video,
F62329754,3295269626,GIA,View Cert,MARQUISE,0.47,F,VVS1,,EX,VG,STG,2600,-48,1352,635.44,7.48*4.34*2.45,56.6,62,SEGOMA LINK,"Pinpoint, Feather"
F102B206383,6312132267,GIA,View Cert,ROUND,0.46,E,SI2,EX,EX,EX,NON,2200,-34,1452,667.92,5*4.96*3.03,60.8,59,SEGOMA LINK,"Cloud, Knot"
F114318621,6311367765,GIA,View Cert,MARQUISE,0.46,D,VVS2,,EX,VG,MED,2900,-42,1682,773.72,7.74*3.98*2.54,63.9,57,SEGOMA LINK,"Feather, Internal Graining, Indented Natural"
TI-1013,6222399324,GIA,View Cert,Cushion Modified,0.45,Fancy VividYellow,SI2,,VG,G,N,3150,0,3150,1417.5,4.13x4.07x2.89,71.1,58,Image/Video,
JD-Y-47,341807916,IGI,View Cert,ROUND,0.45,"K, FAINT BROWN ",VS2,VG,EX,GD,None,1600,-50,800,360,4.77-4.81x3.06,63.8,55.5,Image/Video,
E2001748,5296465701,GIA,View Cert,ROUND,0.45,D,IF,VG,EX,EX,NON,4700,-32,3196,1438.2,5.03*5.01*2.95,58.9,60,SEGOMA LINK,Minor Details of Polish
G8300465,2317704752,GIA,View Cert,MARQUISE,0.45,E,VS2,,EX,VG,FNT,2300,-26,1702,765.9,7.61*4.1*2.51,61.2,62,SEGOMA LINK,"Feather, Crystal"
F102C206184,7311089131,GIA,View Cert,ROUND,0.44,D,VS1,EX,EX,EX,NON,3200,-33,2144,943.36,4.86*4.82*3.04,62.8,56,SEGOMA LINK,"Crystal, Cloud, Feather, Pinpoint"
CS08-61,7308735745,GIA,View Cert,Round,0.43,E,VVS2,EX,EX,EX,M,3100,-36,1984,853.12,4.81-4.83x3.01,62.4,57,Image/Video,"Pinpoint,  Indented Natural"
F100205935,6315029432,GIA,View Cert,ROUND,0.43,D,VS2,EX,EX,EX,NON,3000,-33,2010,864.3,4.85*4.82*3.01,62.3,59,SEGOMA LINK,"Cloud, Crystal"
G11200575,2317754445,GIA,View Cert,ROUND,0.43,E,VS2,EX,EX,EX,MED,2900,-36,1856,798.08,4.91*4.88*2.95,60.3,59,SEGOMA LINK,"Cloud, Crystal, Feather"
F97204811,6301734504,GIA,View Cert,ROUND,0.43,F,SI1,EX,EX,EX,NON,2400,-28,1728,743.04,4.84*4.81*2.99,62,57,SEGOMA LINK,"Cloud, Crystal"
F100205949,6311029429,GIA,View Cert,ROUND,0.43,F,SI1,EX,EX,EX,NON,2400,-28,1728,743.04,4.83*4.81*2.99,62,56,SEGOMA LINK,"Crystal, Cloud, Feather"
F113207324,1319426060,GIA,View Cert,ROUND,0.43,L,SI2,EX,EX,EX,MED,1200,-38,744,319.92,4.84*4.81*3.01,62.3,56,SEGOMA LINK,"Crystal, Feather"
F79B200608,6292742314,GIA,View Cert,ROUND,0.42,D,VVS1,EX,EX,EX,NON,3700,-37,2331,979.02,4.78*4.75*3,62.9,56,SEGOMA LINK,Pinpoint
F94B204664,5306699329,GIA,View Cert,ROUND,0.42,D,SI1,EX,EX,EX,NON,2700,-30,1890,793.8,4.81*4.78*3,62.6,56,SEGOMA LINK,"Crystal, Cloud, Feather"
F106207211,6311235760,GIA,View Cert,ROUND,0.42,D,SI1,EX,EX,EX,NON,2700,-33,1809,759.78,4.81*4.79*2.97,61.9,56,SEGOMA LINK,"Crystal, Feather"
F102B206110,2318045127,GIA,View Cert,ROUND,0.42,E,VS2,EX,EX,EX,NON,2900,-32,1972,828.24,4.78*4.75*2.99,62.7,57,SEGOMA LINK,"Cloud, Crystal, Feather"
F99205479,6302941890,GIA,View Cert,ROUND,0.42,G,VVS2,EX,EX,EX,NON,2900,-33,1943,816.06,4.84*4.83*2.96,61.2,58,SEGOMA LINK,"Cloud, Feather, Pinpoint"
